track_id;href;track_link;track_name;artist;album_name;album_release_year;track_duration;album_image;popularity;is_hot;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;mode;speechiness;tempo;time_signature;valence;clusters_kmeans_8;clusters_kmeans_17
7C0AVHM5FBOfTQi0UST2bD;https://api.spotify.com/v1/tracks/7C0AVHM5FBOfTQi0UST2bD;https://open.spotify.com/track/7C0AVHM5FBOfTQi0UST2bD;All For Nothing;Since The Flood;No Compromise;2008-09-02;117;https://i.scdn.co/image/ab67616d00001e02af16c750fd0ff23ed3a76503;2;False;0.00424;0.208;0.994;0.0;6;0.0537;-1.817;0;0.154;97.093;4;0.336;4;9
2QVS1xIfI90tuBUKmcjluG;https://api.spotify.com/v1/tracks/2QVS1xIfI90tuBUKmcjluG;https://open.spotify.com/track/2QVS1xIfI90tuBUKmcjluG;My Melody Of Love;Ray Conniff;Another Somebody Done Somebody Wrong Song;1975-10-17;210;https://i.scdn.co/image/ab67616d00001e02f1be959a2322c2c5ac4ff902;12;False;0.659;0.45;0.49;1.26e-05;8;0.0864;-12.441;1;0.0347;85.813;4;0.471;1;13
3BuGY0jfMeX6b3KUlfdLsk;https://api.spotify.com/v1/tracks/3BuGY0jfMeX6b3KUlfdLsk;https://open.spotify.com/track/3BuGY0jfMeX6b3KUlfdLsk;Felicidades;Grupo Arco Iris;Tocar el Cielo;2020-09-17;186;https://i.scdn.co/image/ab67616d00001e02f6d26ca3cb2de4fd68ea9da3;2;False;0.103;0.708;0.695;8.86e-05;4;0.339;-8.602;0;0.0337;141.978;4;0.977;3;3
0x1KvejNmXG7B3gd6vo5Vj;https://api.spotify.com/v1/tracks/0x1KvejNmXG7B3gd6vo5Vj;https://open.spotify.com/track/0x1KvejNmXG7B3gd6vo5Vj;Les Grande Bois;Jo-El Sonnier;Cajun Tradition;2001-01-01;168;https://i.scdn.co/image/ab67616d00001e02335163ea60c0e74bcf92be3d;2;False;0.69;0.553;0.548;0.0325;9;0.25;-7.369;1;0.0367;144.45;3;0.875;6;2
2stxsikoiLH9N67lMwJH22;https://api.spotify.com/v1/tracks/2stxsikoiLH9N67lMwJH22;https://open.spotify.com/track/2stxsikoiLH9N67lMwJH22;Prison Bound Blues;David Evans;Match Box Blues;2002-01-15;251;https://i.scdn.co/image/ab67616d00001e021d53484f0b626e330a18d227;0;False;0.758;0.705;0.449;0.00334;2;0.141;-8.609;1;0.0335;86.011;4;0.474;1;2
0hXmFrhGtc5vG4OIsaKrJg;https://api.spotify.com/v1/tracks/0hXmFrhGtc5vG4OIsaKrJg;https://open.spotify.com/track/0hXmFrhGtc5vG4OIsaKrJg;Joking;Speaker;Trace My Track;1999-01-01;188;https://i.scdn.co/image/ab67616d00001e0202cf5f3aac015ed9198badbc;0;False;0.0153;0.511;0.822;3.11e-06;9;0.6;-4.503;0;0.0398;132.035;4;0.365;3;9
2s7vGjqxQtMzY3HDQ9YnMC;https://api.spotify.com/v1/tracks/2s7vGjqxQtMzY3HDQ9YnMC;https://open.spotify.com/track/2s7vGjqxQtMzY3HDQ9YnMC;Safe Passage;Michael Gettel;San Juan Suite / San Juan Suite II: Piano Passages;2003-07-08;331;https://i.scdn.co/image/ab67616d00001e02e1f8b91adbdaa09bc56a2a4e;11;False;0.846;0.267;0.379;0.863;2;0.102;-14.77;1;0.0293;101.364;4;0.0712;5;5
5nUKDAY7VUDjbia5b0aARz;https://api.spotify.com/v1/tracks/5nUKDAY7VUDjbia5b0aARz;https://open.spotify.com/track/5nUKDAY7VUDjbia5b0aARz;What Child Is This?;Gold City;Home For The Holidays;1997-01-01;165;https://i.scdn.co/image/ab67616d00001e02f3228dc97b8610ed8751d51f;3;False;0.8;0.371;0.278;0.000341;7;0.143;-13.009;0;0.0288;97.216;3;0.118;1;1
4WxIbrEINQ9Ej30LEvMTit;https://api.spotify.com/v1/tracks/4WxIbrEINQ9Ej30LEvMTit;https://open.spotify.com/track/4WxIbrEINQ9Ej30LEvMTit;Lagian ne maujan;Faiz Ali Faiz;Lagian Ne Maujan;2009-12-08;882;https://i.scdn.co/image/ab67616d00001e021a76278c6aeadf9bbc05f270;0;False;0.154;0.497;0.822;0.00223;6;0.079;-8.269;1;0.0593;105.823;4;0.913;2;16
6fkBh0vLX2GahgCw1eXui3;https://api.spotify.com/v1/tracks/6fkBh0vLX2GahgCw1eXui3;https://open.spotify.com/track/6fkBh0vLX2GahgCw1eXui3;That Rock Won't Roll;Restless Heart;Wheels;1986-10-31;211;https://i.scdn.co/image/ab67616d00001e024c534ac66145388d7134b02a;34;False;0.0739;0.718;0.39;1.18e-06;9;0.179;-14.56;1;0.0261;114.382;4;0.771;2;16
6QCDSTPyax2TkL7MACK3WW;https://api.spotify.com/v1/tracks/6QCDSTPyax2TkL7MACK3WW;https://open.spotify.com/track/6QCDSTPyax2TkL7MACK3WW;Wake the Sleeper - Live;Uriah Heep;Official Bootleg, Vol. 2: Live in Budapest Hungary 2010;2010-09-24;279;https://i.scdn.co/image/ab67616d00001e02c4d5fda6465ae9a2a01747f2;1;False;0.0384;0.409;0.871;0.348;9;0.745;-10.173;1;0.0928;129.083;4;0.202;4;15
4O5CgbrhbyxywioOygXL1v;https://api.spotify.com/v1/tracks/4O5CgbrhbyxywioOygXL1v;https://open.spotify.com/track/4O5CgbrhbyxywioOygXL1v;Get Money;Mykill Miers;The Trials Of Job;2006-01-01;263;https://i.scdn.co/image/ab67616d00001e0200d8537cb01364b975a4cc49;0;False;0.0045;0.749;0.579;3.71e-05;10;0.0762;-3.858;0;0.374;86.213;4;0.679;3;8
76jaVfA7FUcsKiPozZkSkA;https://api.spotify.com/v1/tracks/76jaVfA7FUcsKiPozZkSkA;https://open.spotify.com/track/76jaVfA7FUcsKiPozZkSkA;Start The Fire;Margaret Becker;The Reckoning;1988-01-01;262;https://i.scdn.co/image/ab67616d00001e022e8ebe92f898793ce8952d26;3;False;0.381;0.508;0.85;3.25e-05;9;0.0579;-9.763;1;0.0472;149.875;4;0.504;4;4
057EqCwK69MJnwrW4T0VGM;https://api.spotify.com/v1/tracks/057EqCwK69MJnwrW4T0VGM;https://open.spotify.com/track/057EqCwK69MJnwrW4T0VGM;Warum rappst du?;Kool Savas;Die besten Tage sind gezählt;2004-04-05;80;https://i.scdn.co/image/ab67616d00001e0293f92ecf22af9320a9bee43e;2;False;0.671;0.685;0.922;0.0;11;0.254;-2.036;0;0.689;92.57;4;0.88;7;7
5Q1zYeCKsDa2dQpN0yu5lK;https://api.spotify.com/v1/tracks/5Q1zYeCKsDa2dQpN0yu5lK;https://open.spotify.com/track/5Q1zYeCKsDa2dQpN0yu5lK;One Eyed Jack;Joe McBride;Texas Hold'em;2005-01-01;314;https://i.scdn.co/image/ab67616d00001e02f47ea33567fbb20fb733cd39;5;False;0.46;0.605;0.656;0.0395;7;0.124;-9.934;0;0.0309;91.947;4;0.491;3;11
5BqPHwxf08kljGNwi7tECN;https://api.spotify.com/v1/tracks/5BqPHwxf08kljGNwi7tECN;https://open.spotify.com/track/5BqPHwxf08kljGNwi7tECN;EU A4;Stress Assassin;Carrier Track;2010-07-05;230;https://i.scdn.co/image/ab67616d00001e0274e0166c50e1744cc6d8e40a;1;False;0.546;0.201;0.51;0.798;7;0.144;-11.163;1;0.0381;121.852;4;0.0387;5;5
0r6qIikWZq3tftvkSktmZj;https://api.spotify.com/v1/tracks/0r6qIikWZq3tftvkSktmZj;https://open.spotify.com/track/0r6qIikWZq3tftvkSktmZj;Olha Pro Céu / São João Na Roça / Fogueira de São João - QUINTETO VIOLADO;QUINTETO VIOLADO;40 ANOS;2023-05-23;528;https://i.scdn.co/image/ab67616d00001e02c5ce891c5cef76652e61111f;0;False;0.446;0.37;0.941;1.65e-05;2;0.96;-9.697;1;0.906;82.602;4;0.386;7;7
6EOLwcaCpS4IhzzE1knYN5;https://api.spotify.com/v1/tracks/6EOLwcaCpS4IhzzE1knYN5;https://open.spotify.com/track/6EOLwcaCpS4IhzzE1knYN5;Seed;Paloalto;Heroes And Villains;2003-01-01;288;https://i.scdn.co/image/ab67616d00001e023f325930d16bfd2d8d786091;4;False;0.0518;0.392;0.823;0.0546;4;0.129;-5.146;0;0.0421;151.652;4;0.258;4;9
6CJb8nkC8XRq1SFPOQGrrK;https://api.spotify.com/v1/tracks/6CJb8nkC8XRq1SFPOQGrrK;https://open.spotify.com/track/6CJb8nkC8XRq1SFPOQGrrK;Ask Fi War;Strictly The Best;Strictly The Best Vol. 15;2005;228;https://i.scdn.co/image/ab67616d00001e02633db2c31682304ca54d752d;13;False;0.15;0.676;0.678;0.0;1;0.317;-6.729;1;0.5;120.585;5;0.704;7;8
7mGOuPMLa2HghuRANiGYf9;https://api.spotify.com/v1/tracks/7mGOuPMLa2HghuRANiGYf9;https://open.spotify.com/track/7mGOuPMLa2HghuRANiGYf9;Desde mi cielo;Mägo de Oz;Gaia II (Edicion lujo);2005-12-13;381;https://i.scdn.co/image/ab67616d00001e02409841a01c3a1f4add30fb3d;55;False;0.56;0.587;0.56;3.06e-05;2;0.0992;-7.083;1;0.0384;109.907;4;0.291;1;12
28PjQUzKV1Q934t9Eyyuci;https://api.spotify.com/v1/tracks/28PjQUzKV1Q934t9Eyyuci;https://open.spotify.com/track/28PjQUzKV1Q934t9Eyyuci;You Said You Loved Me;Various Artists;The Unavailable 16 & The Original Nitty Gritty;1993-01-01;181;https://i.scdn.co/image/ab67616d00001e02323d2727259b0400c2e05963;10;False;0.889;0.419;0.221;0.0;5;0.125;-14.24;1;0.0289;68.504;4;0.363;1;13
1PrCGbCevBNNeUqH4Vvd2h;https://api.spotify.com/v1/tracks/1PrCGbCevBNNeUqH4Vvd2h;https://open.spotify.com/track/1PrCGbCevBNNeUqH4Vvd2h;Don't Lie;Dead To Me;Cuban Ballerina;2006-07-11;146;https://i.scdn.co/image/ab67616d00001e0269668ac23f2fe8191448321b;33;False;0.00303;0.401;0.969;9.61e-05;1;0.444;-5.78;0;0.102;100.34;4;0.271;4;9
45c289E01Zk9zfHFktII4e;https://api.spotify.com/v1/tracks/45c289E01Zk9zfHFktII4e;https://open.spotify.com/track/45c289E01Zk9zfHFktII4e;Into My Eyes;Cherrelle;The Right Time;1999-03-09;291;https://i.scdn.co/image/ab67616d00001e022c32f8f8d750b8d6fbfd05c7;0;False;0.31;0.644;0.486;1.11e-06;8;0.12;-6.015;0;0.0245;78.953;4;0.329;3;11
22UGgNZkNro8ppngffgjdb;https://api.spotify.com/v1/tracks/22UGgNZkNro8ppngffgjdb;https://open.spotify.com/track/22UGgNZkNro8ppngffgjdb;Violence in Fluid Triceratops;Arsonists Get All The Girls;Portals (Deluxe Edition);2010-07-13;241;https://i.scdn.co/image/ab67616d00001e02b1b018faf3dff88a576c4952;27;False;3.2e-05;0.332;0.97;0.0249;1;0.0601;-3.611;1;0.0714;129.963;4;0.305;4;15
2FbQv6XGpLjCwrQEi4dhN7;https://api.spotify.com/v1/tracks/2FbQv6XGpLjCwrQEi4dhN7;https://open.spotify.com/track/2FbQv6XGpLjCwrQEi4dhN7;The Same Love That Made Me Laugh;Various Artists;I Believe To My Soul;2005-10-04;195;https://i.scdn.co/image/ab67616d00001e02f3dcf61e311cefc9aa160e14;6;False;0.823;0.761;0.574;0.0161;5;0.0918;-9.162;1;0.0336;99.561;4;0.898;2;2
0UXOyFFdwN2WL5bHfVZRSG;https://api.spotify.com/v1/tracks/0UXOyFFdwN2WL5bHfVZRSG;https://open.spotify.com/track/0UXOyFFdwN2WL5bHfVZRSG;Chorando Baixinho;Yamandu Costa;Yamandu + Dominguinhos;2007-09-03;277;https://i.scdn.co/image/ab67616d00001e028102e445cfe6a3ce96180f5f;6;False;0.956;0.601;0.191;0.104;2;0.102;-14.707;1;0.0371;117.815;4;0.481;1;13
5MC5YE23F4Z0p8PYG1mWIU;https://api.spotify.com/v1/tracks/5MC5YE23F4Z0p8PYG1mWIU;https://open.spotify.com/track/5MC5YE23F4Z0p8PYG1mWIU;How Can You Resist It;Teena Marie;Ivory;1990-09-07;326;https://i.scdn.co/image/ab67616d00001e02fe218dc84edff20772c50665;8;False;0.388;0.468;0.278;0.0;9;0.123;-10.281;1;0.03;82.019;4;0.14;1;13
2ZJZcqM60OwgqTO1OvJpHL;https://api.spotify.com/v1/tracks/2ZJZcqM60OwgqTO1OvJpHL;https://open.spotify.com/track/2ZJZcqM60OwgqTO1OvJpHL;He Will Break Your Heart;Jerry Butler;Aware Of Love;1961-01-01;170;https://i.scdn.co/image/ab67616d00001e02c646bd3e3fa6c23682fd28c8;31;False;0.22;0.612;0.601;0.0;8;0.446;-9.095;0;0.0425;130.939;4;0.692;3;3
0GFsNbHI8XHn73NypBcbNo;https://api.spotify.com/v1/tracks/0GFsNbHI8XHn73NypBcbNo;https://open.spotify.com/track/0GFsNbHI8XHn73NypBcbNo;Live Your Life for Christ;Mr. Lynx;Seeds You Sow;2009-11-26;239;https://i.scdn.co/image/ab67616d00001e0233a16e26e3fbebd3e068a235;11;False;0.00129;0.747;0.491;0.0;7;0.0731;-7.98;1;0.0573;97.036;4;0.512;2;12
7KQvT4YuzcmyogWg7Gq4Z5;https://api.spotify.com/v1/tracks/7KQvT4YuzcmyogWg7Gq4Z5;https://open.spotify.com/track/7KQvT4YuzcmyogWg7Gq4Z5;Up North Trip;Mobb Deep;The Infamous;1995-04-25;298;https://i.scdn.co/image/ab67616d00001e02a2203fa0656cede30f879b97;48;False;0.0391;0.845;0.641;2.4e-06;6;0.326;-5.102;0;0.275;87.86;4;0.774;3;8
3CVEjLplq2XC78dK1s1jhu;https://api.spotify.com/v1/tracks/3CVEjLplq2XC78dK1s1jhu;https://open.spotify.com/track/3CVEjLplq2XC78dK1s1jhu;Eso No Tiene Remedio - Remasterizado;Orquesta Aragón;The Real Cuban Music - Orquesta Aragón (Remasterizado);2017-08-25;308;https://i.scdn.co/image/ab67616d00001e0205af337186c483eb89889d6a;14;False;0.776;0.725;0.49;0.00192;9;0.0645;-7.355;0;0.0474;136.817;4;0.733;3;11
6XLh9yBr6Dxif6s6dkyNyi;https://api.spotify.com/v1/tracks/6XLh9yBr6Dxif6s6dkyNyi;https://open.spotify.com/track/6XLh9yBr6Dxif6s6dkyNyi;One More Go Round;James Taylor;New Moon Shine;1991-08-31;281;https://i.scdn.co/image/ab67616d00001e02e86d32dd3164eda31ce08032;17;False;0.255;0.877;0.47;0.000101;4;0.312;-12.053;0;0.0336;108.025;4;0.662;3;3
1qFOui9I6YOM5nPzmB88V0;https://api.spotify.com/v1/tracks/1qFOui9I6YOM5nPzmB88V0;https://open.spotify.com/track/1qFOui9I6YOM5nPzmB88V0;Isn't Radio;Roommate;We Were Enchanted;2008-04-15;367;https://i.scdn.co/image/ab67616d00001e0200ebea9ebdd981b7709c1e76;0;False;0.147;0.248;0.7;0.00981;9;0.103;-7.138;0;0.038;164.079;4;0.159;4;9
4OemMFQjpHHaTX1fUcTKMR;https://api.spotify.com/v1/tracks/4OemMFQjpHHaTX1fUcTKMR;https://open.spotify.com/track/4OemMFQjpHHaTX1fUcTKMR;Say Your Prayers;Gang Starr;Step In The Arena;1991-01-15;85;https://i.scdn.co/image/ab67616d00001e02acfce7e508dc7b92f073abca;24;False;0.0237;0.858;0.246;0.00853;0;0.12;-19.525;1;0.127;82.966;4;0.718;2;16
1oqSgL2iGU4z8yvO8naMQb;https://api.spotify.com/v1/tracks/1oqSgL2iGU4z8yvO8naMQb;https://open.spotify.com/track/1oqSgL2iGU4z8yvO8naMQb;I Dream Of Chi Chi;Brian Tyler;Dragonball: Evolution (Original Motion Picture Soundtrack);2009-01-01;55;https://i.scdn.co/image/ab67616d00001e02f79ddcd17abab47fdabc8074;8;False;0.907;0.469;0.0924;0.921;0;0.121;-18.763;1;0.044;55.727;3;0.408;5;5
064g5kRUstpIKVjP0bjFzX;https://api.spotify.com/v1/tracks/064g5kRUstpIKVjP0bjFzX;https://open.spotify.com/track/064g5kRUstpIKVjP0bjFzX;You Tell Me;Johnny Cash;Greatest;1958-01-01;78;https://i.scdn.co/image/ab67616d00001e02a14990a9fd1942c5cb85bd78;23;False;0.52;0.827;0.66;0.00114;1;0.0886;-7.986;1;0.218;98.388;4;0.97;2;16
4SrvdIjKEe75NRQsfVP9Sq;https://api.spotify.com/v1/tracks/4SrvdIjKEe75NRQsfVP9Sq;https://open.spotify.com/track/4SrvdIjKEe75NRQsfVP9Sq;Tiempos Dificiles;Juan Carlos Baglietto;Actuar Para Vivir;2006-01-01;233;https://i.scdn.co/image/ab67616d00001e022600fa18fed9d2892209ee29;13;False;0.875;0.294;0.24;0.000519;10;0.232;-13.145;1;0.0333;84.59;3;0.134;1;13
3sZYop3vemML0qjYzkWPIy;https://api.spotify.com/v1/tracks/3sZYop3vemML0qjYzkWPIy;https://open.spotify.com/track/3sZYop3vemML0qjYzkWPIy;My Way;Little Milton;Guitar Man;2002-09-24;265;https://i.scdn.co/image/ab67616d00001e02c6dc99fc1556bfbc8648200c;1;False;0.622;0.592;0.491;8.88e-06;3;0.126;-5.12;1;0.0243;76.452;4;0.301;1;13
7g4U4MfjNIvA8mwzsWDR4s;https://api.spotify.com/v1/tracks/7g4U4MfjNIvA8mwzsWDR4s;https://open.spotify.com/track/7g4U4MfjNIvA8mwzsWDR4s;As The Hog Pisseth;All Leather;Hung Like A Horse EP;2009-07-07;108;https://i.scdn.co/image/ab67616d00001e027798fa6b5049f4048b111734;1;False;6.24e-05;0.305;0.754;0.114;2;0.324;-7.178;1;0.047;165.801;3;0.257;4;15
1cPXM2kvFhz5rWnoUFi1jH;https://api.spotify.com/v1/tracks/1cPXM2kvFhz5rWnoUFi1jH;https://open.spotify.com/track/1cPXM2kvFhz5rWnoUFi1jH;Rock N Roll - Radio Edit;Remi Nicole;My Conscience & I;2007-01-01;164;https://i.scdn.co/image/ab67616d00001e02d85fcee9faf830534a5cbd19;12;False;0.00209;0.349;0.913;0.0;7;0.495;-3.421;1;0.134;192.291;4;0.756;4;4
4RrFTURDPtSQcbZrrWnnlz;https://api.spotify.com/v1/tracks/4RrFTURDPtSQcbZrrWnnlz;https://open.spotify.com/track/4RrFTURDPtSQcbZrrWnnlz;Rompan Todo;2 minutos;Un Mundo de Sensaciones;2006-10-17;89;https://i.scdn.co/image/ab67616d00001e02bf7457b6d2bf6191c76f5f43;24;False;0.000674;0.476;0.984;6.86e-05;0;0.129;-2.417;1;0.0559;101.763;4;0.776;2;16
5vRXLKiD8ql2B4mPdGDPAa;https://api.spotify.com/v1/tracks/5vRXLKiD8ql2B4mPdGDPAa;https://open.spotify.com/track/5vRXLKiD8ql2B4mPdGDPAa;Cutdown;Bongzilla;Amerijuanican;2005-09-27;420;https://i.scdn.co/image/ab67616d00001e0290b05574f7590723c7860413;16;False;0.0374;0.24;0.811;0.933;11;0.242;-6.347;1;0.0725;91.178;4;0.473;0;10
4i4Vi4rlbxBNpCTJC5iqDx;https://api.spotify.com/v1/tracks/4i4Vi4rlbxBNpCTJC5iqDx;https://open.spotify.com/track/4i4Vi4rlbxBNpCTJC5iqDx;I'm Not Worth the Tears;Dolly Parton;As Long as I Love;1970-01-01;154;https://i.scdn.co/image/ab67616d00001e02076c8ca7d514fde948f92e64;11;False;0.896;0.579;0.223;0.000108;8;0.111;-12.895;1;0.0322;95.988;4;0.459;1;13
3btIIX2eqctMvvcqIl9bi4;https://api.spotify.com/v1/tracks/3btIIX2eqctMvvcqIl9bi4;https://open.spotify.com/track/3btIIX2eqctMvvcqIl9bi4;So Beautiful;Jarvis Church;The Long Way Home;2008-01-01;232;https://i.scdn.co/image/ab67616d00001e025ef8e24aca87ed3537bb1718;8;False;0.0026;0.728;0.7;9.42e-06;8;0.167;-5.827;1;0.0375;120.012;4;0.724;2;16
4aQWiTsEvXKaZ6H1sTbp5A;https://api.spotify.com/v1/tracks/4aQWiTsEvXKaZ6H1sTbp5A;https://open.spotify.com/track/4aQWiTsEvXKaZ6H1sTbp5A;Say Hello;April Wine;Harder . . . Faster;1991-01-01;179;https://i.scdn.co/image/ab67616d00001e02c716bb3654492577fcd0e5fa;42;False;0.122;0.549;0.44;0.0209;2;0.0491;-14.496;1;0.0474;166.675;3;0.962;6;4
2VM6XB6IzKwDTpmDPliAEd;https://api.spotify.com/v1/tracks/2VM6XB6IzKwDTpmDPliAEd;https://open.spotify.com/track/2VM6XB6IzKwDTpmDPliAEd;Stay Close To Me;Margaret Becker;Immigrant's Daughter;1989-01-01;193;https://i.scdn.co/image/ab67616d00001e02831b4605fc2c5af0cf168e81;8;False;0.83;0.228;0.111;3.58e-06;0;0.11;-18.015;1;0.0324;89.077;3;0.209;1;13
0e2ORIeO8DHhEbDMa6fEbb;https://api.spotify.com/v1/tracks/0e2ORIeO8DHhEbDMa6fEbb;https://open.spotify.com/track/0e2ORIeO8DHhEbDMa6fEbb;I'm Down;Goldfinger;Stomping Ground;2000-03-28;129;https://i.scdn.co/image/ab67616d00001e025f6eca66c3be82e255b2e85f;34;False;0.00181;0.29;0.912;0.0;7;0.0531;-4.597;1;0.188;184.58;4;0.594;4;4
4y3PNDm0Rxkz2SnU8gol4A;https://api.spotify.com/v1/tracks/4y3PNDm0Rxkz2SnU8gol4A;https://open.spotify.com/track/4y3PNDm0Rxkz2SnU8gol4A;With Strength I Burn;Emperor;Anthems To The Welkin At Dusk;1997-12-05;498;https://i.scdn.co/image/ab67616d00001e020e6726e7fa82ea186af0f0ae;31;False;0.00399;0.0854;0.945;0.927;0;0.375;-4.198;1;0.0993;166.279;4;0.0448;0;10
3jWAnlEykhZ2S17VyYo7fb;https://api.spotify.com/v1/tracks/3jWAnlEykhZ2S17VyYo7fb;https://open.spotify.com/track/3jWAnlEykhZ2S17VyYo7fb;Mega Mosaico de Fruko: El Preso, El Caminante, Tania, El Ausente;Fruko Y Sus Tesos;Descarga Espectacular;2015-07-01;249;https://i.scdn.co/image/ab67616d00001e02f461040fd37fcaf804a5fdb5;3;False;0.023;0.546;0.666;0.204;0;0.228;-9.108;1;0.0613;106.165;4;0.875;2;16
3NEjVofmH5hcab8Kn0wp3M;https://api.spotify.com/v1/tracks/3NEjVofmH5hcab8Kn0wp3M;https://open.spotify.com/track/3NEjVofmH5hcab8Kn0wp3M;Echo;Joe Satriani;Surfing With The Alien;1987;341;https://i.scdn.co/image/ab67616d00001e0273dd51cf8328c824f38919e6;32;False;0.0819;0.711;0.598;0.727;4;0.0851;-7.314;0;0.0417;136.872;5;0.664;0;0
2UqzzArv2T0NnHSTIUa13V;https://api.spotify.com/v1/tracks/2UqzzArv2T0NnHSTIUa13V;https://open.spotify.com/track/2UqzzArv2T0NnHSTIUa13V;Locomotive (Complicity);Guns N' Roses;Use Your Illusion II;1991-09-18;522;https://i.scdn.co/image/ab67616d00001e0292d21aef6c0d288cc4c05973;50;False;0.00763;0.474;0.983;0.000758;4;0.0475;-7.251;1;0.0889;118.182;4;0.435;4;15
46QJEUl09kAvo0qnGIiEvc;https://api.spotify.com/v1/tracks/46QJEUl09kAvo0qnGIiEvc;https://open.spotify.com/track/46QJEUl09kAvo0qnGIiEvc;Missing You For A Mile;Beres Hammond;Have A Nice Weekend;1992;253;https://i.scdn.co/image/ab67616d00001e0263672d2ced83638b95f33fe9;4;False;0.252;0.594;0.367;0.00592;7;0.0802;-14.93;1;0.0336;171.136;4;0.697;6;4
2O6hTewO9PnBziKJfuSyAk;https://api.spotify.com/v1/tracks/2O6hTewO9PnBziKJfuSyAk;https://open.spotify.com/track/2O6hTewO9PnBziKJfuSyAk;Strange Fruit;James Carter;Gardenias For Lady Day;2003-11-11;258;https://i.scdn.co/image/ab67616d00001e02a97a1adaf10425871c01a60d;5;False;0.176;0.228;0.477;0.00389;0;0.11;-5.564;0;0.0363;82.327;4;0.17;1;1
6WTTBfLQc6DgxG2nDKUodp;https://api.spotify.com/v1/tracks/6WTTBfLQc6DgxG2nDKUodp;https://open.spotify.com/track/6WTTBfLQc6DgxG2nDKUodp;Flight Of Earls;Barley Bree;The Best Of Barley Bree;1995-01-01;282;https://i.scdn.co/image/ab67616d00001e0218ca4501e0d40ca972fd36cd;0;False;0.743;0.656;0.354;0.0;5;0.393;-12.118;1;0.0288;119.023;4;0.672;1;2
1eD7m52NzP75Fm99vDwqSJ;https://api.spotify.com/v1/tracks/1eD7m52NzP75Fm99vDwqSJ;https://open.spotify.com/track/1eD7m52NzP75Fm99vDwqSJ;The Luck You Got;The High Strung;Moxie Bravo;2005;168;https://i.scdn.co/image/ab67616d00001e02239a4e299352009a93e10a5a;47;False;0.000831;0.31;0.972;6.38e-06;7;0.154;-3.663;1;0.197;139.039;4;0.311;4;15
40MbQAWOHY3Z7re3Zkrqog;https://api.spotify.com/v1/tracks/40MbQAWOHY3Z7re3Zkrqog;https://open.spotify.com/track/40MbQAWOHY3Z7re3Zkrqog;Guided by History;Mithotyn;Gathered Around the Oaken Table;2008-04-21;391;https://i.scdn.co/image/ab67616d00001e022c9f1e7568dd940877da2c8c;3;False;3.49e-06;0.158;0.909;0.888;7;0.37;-7.013;1;0.0754;107.026;4;0.195;0;10
5IQclrY4pxULh2qiMEWrq4;https://api.spotify.com/v1/tracks/5IQclrY4pxULh2qiMEWrq4;https://open.spotify.com/track/5IQclrY4pxULh2qiMEWrq4;Turn It Out;Larry Graham & Graham Central Station;My Radio Sure Sounds Good To Me;1978;278;https://i.scdn.co/image/ab67616d00001e024791f090163c91fbb0a82b0c;16;False;0.367;0.664;0.808;0.489;2;0.106;-12.423;1;0.0916;194.34;4;0.798;6;4
0q5prWP8Y3Txar1vuK7OmA;https://api.spotify.com/v1/tracks/0q5prWP8Y3Txar1vuK7OmA;https://open.spotify.com/track/0q5prWP8Y3Txar1vuK7OmA;Search For Jenny;Francis Lai;Love Story;1970-01-01;184;https://i.scdn.co/image/ab67616d00001e024fec52397032ca8865243cbd;23;False;0.658;0.309;0.325;0.906;9;0.104;-14.651;0;0.0259;83.588;4;0.118;5;5
3drhnPsaFODbHDTnS3EqGQ;https://api.spotify.com/v1/tracks/3drhnPsaFODbHDTnS3EqGQ;https://open.spotify.com/track/3drhnPsaFODbHDTnS3EqGQ;Serenade;Slim Whitman;The Very Best Of Slim Whitman;2010-01-01;141;https://i.scdn.co/image/ab67616d00001e0248b7f5ab14f5eb27994f39d4;9;False;0.764;0.419;0.231;0.0;0;0.0662;-10.14;1;0.0282;100.322;4;0.266;1;13
7L04UFaPjIdmI2yI5528r0;https://api.spotify.com/v1/tracks/7L04UFaPjIdmI2yI5528r0;https://open.spotify.com/track/7L04UFaPjIdmI2yI5528r0;Rodríguez Peña;Jo Privat;rendez vous au balajo;1998;153;https://i.scdn.co/image/ab67616d00001e027a343bb109ae7856091bbc94;0;False;0.759;0.872;0.192;0.0742;9;0.101;-5.847;1;0.0937;127.453;4;0.95;6;2
4MesZpzwpsnypksd03rVEk;https://api.spotify.com/v1/tracks/4MesZpzwpsnypksd03rVEk;https://open.spotify.com/track/4MesZpzwpsnypksd03rVEk;Hey Joe;Carl Smith;The Late Great;2005;150;https://i.scdn.co/image/ab67616d00001e02503da805a2d35d86b759b207;34;False;0.329;0.73;0.712;1.09e-05;2;0.12;-6.718;1;0.0352;110.153;4;0.474;2;12
6J76esJqbMD9gvmC0E9cwh;https://api.spotify.com/v1/tracks/6J76esJqbMD9gvmC0E9cwh;https://open.spotify.com/track/6J76esJqbMD9gvmC0E9cwh;I'm Free;Richie Spice;Roots and Culture, Vol.2;2017-12-22;219;https://i.scdn.co/image/ab67616d00001e025367c41a00f5cd49d2ca3314;8;False;0.00568;0.585;0.784;0.0;0;0.0788;-3.407;1;0.089;152.109;4;0.543;4;4
