title;artist
b'Eternamente Amame';b'Miguel Gallardo'
b'Little Girl (LP Version)';b'Donny Hathaway'
b'Three Is a Crowd';b'Rory Block'
b'On Bended Knee';b'Boyz II Men'
b'I See The Boys Of Summer';b'Richard Burton'
b'White Feather';b'Wolfmother'
b'Niev nietch nievitch';b'Les Ogres De Barback'
b'Candy Man';b'Hot Tuna'
b'I Want Love (Tween You & Me) (Album Version)';b'Tony Joe White'
b'7 Miles';b'Brixx'
b'Cooler Than You';b'Diesel Boy'
b'End Of The Road (Head Horny\x19s Remix)';b'Bandido'
b'Summer Dying Fast';b'Cradle Of Filth'
b'Snapshot';b'Ladybug'
b'Taryns Deepest Fear';b'Angelo Badalamenti'
b'The Frail';b'Nine Inch Nails'
b'Still';b'Jim Chappell'
b'Metal';b'Nine Inch Nails'
b'Caricia Y Herida';b'Flor Silvestre'
b'Next Time';b'Nadine Renee'
b'You Feel Good All Over';b'T.G. Sheppard'
b'This Melody (Live)';b'Julien Clerc'
b'Dixie';b'Hank Penny & The Lincoln Penny Orchestra'
b'Commercial Reign';b'Inspiral Carpets'
b'Wake';b'The Dirty Skirts'
b'Monde De Fou';b'Suburbs'
b'I Never Came';b'Queens Of The Stone Age'
"b""It's My Party""";b'Lesley Gore'
b'Hourglass';b'Borialis'
"b""I'm Gone This Time""";b'Glen Campbell'
b'She Fell Away (2009 Digital Remaster)';b'Nick Cave & The Bad Seeds'
b'Complicate It';b'Smartbomb'
b'Opus a Satana (Part 2)';b'Emperor'
b'You Can Still Be Free';b'Savage Garden'
b'Indian Love Call';b'Slim Whitman'
"b""Let's Get It Started""";b'Black Eyed Peas'
b'Isla del Luna';b'Lisa Lynne'
b'Leng Jing';b'Stephy Tang'
b'Dancing To A Standstill';b'The Black Velvet Band'
b'Joy To The World';b'Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge'
b'Ftei O Erotas';b'Angela Dimitriou'
b'Hoochie Coochie Man';b'The Jeff Healey Band'
"b""Don't Phunk With My Heart""";b'Java'
b'The Second Summer Of Love';b'Danny Wilson'
b'Give It What U Got';b'SWAMI featuring Asuivre'
b'Another Long One';b'Shawn Colvin'
b'Oh My God';b'Sticky Fingaz'
b'Prelude And Fugue In C Major BWV 531 : Fugue';b'Lionel Rogg'
b'Spirit';"b""Pe'z"""
"b""Teacher's Pet""";b'Extreme'
b'Ever Be';b'Korn'
b'Palmer enqu\xc3\xaate';b'Alexandre Desplat'
b'Atmosphere Station';b'James Horner'
b'Go To Hell';b'Prozak'
b'Loco (Crazy)';b'Little Joe'
b'Oh Look Misery';b'Blind Blake & The Royal Victoria Hotel Calypsos'
b'Smile';b'Xcultures'
b'Yesterdays';b'Percy Faith'
b'Walk Away';b'Tantric'
b'Shadows That Move';b'Mastodon'
b'Moon River - Original';b'Jerry Butler'
b'La Plus Bath Des Javas';b'Yvette Horner'
b'Mountains Of Mourne';b'The Irish Tenors'
b'Kite Live from Sydney';b'U2'
b'4 Sea Interludes Op. 33a: Storm';b'Sir Neville Marriner'
b'Kick Out The Jams';b'Rage Against The Machine'
b'Never Forget Me';b'Bone Thugs-N-Harmony / Akon'
b'Me And My Buddy';b'Jazz Gillum'
b'Murder Academy';b'Ultraviolence'
b'I Need You Now';b'Agnes'
b'Ukkosenjumalan poika';b'Moonsorrow'
b'Illuminate';b'Orbital'
b'Hey Daddy';b'Korn'
b'A B***** Is A B***** (Edited)';b'N.W.A.'
b'Amber Changing';b'Rise Against'
b'Pecado De Amor';b'Jos\xc3\xa9 Augusto'
b'It Goes On';b'20/20'
"b""I Didn't Mean To""";b'Casual'
b'Something Girls';b'Adam Ant'
b'Pink World';b'Planet P Project'
b'Soul Deep';b'The Box Tops'
b'Insatiable (Instrumental Version)';b'Clp'
b'Keepin It Real (Skit)';b'Rated R'
b'Face the Ashes';b'Gob'
b'The Moon And I (Ordinary Day Album Version)';b'Jeff And Sheri Easter'
b'Amor De Cabaret';b'Sonora Santanera'
b'Young Boy Blues';b'JennyAnyKind'
b'Drop of Rain';b'Tweeterfriendly Music'
b'Stickin In My Eye';b'NOFX'
"b""I Will Love Again (JJ's Club Radio)""";b'Taras'
b'Rosemary Recalls';b'Bruce Rowland'
b'Entre Can\xc3\xadbales';b'Soda Stereo'
b'Sudanese Dance';b'Xcultures'
b'Panama (Remastered Album Version)';b'Van Halen'
b'Ota kiinni';b'Murskahumppa'
b'Wanna Be A Player';b'Heavy D / McGruff'
b'Where The Thunder Roars (Tales Of Wonder Album Version)';b'White Heart'
b'Stone Cold Fingers (Bonus Track)';b'Leland Martin'
b'All Rise';b'Scott Wesley Brown'
b'Our Love Is Here To Stay';b'Pery Ribeiro'
b'Para Milladoiro';b'Susana Seivane'
b'Jogo Limpo';b'Fl\xc3\xa1vio Jos\xc3\xa9'
b'Snowball';b'Test Icicles'
b'Going Down Slow';b'Mance Lipscomb'
b'Charisma';b'Sven Tasnadi'
"b""(We Don't Need This) Fascist Groove Thang""";b'Heaven 17'
b'Silent Hill';b'Moss'
b'Drunk Alone';b'React'
b'Openbare Weg';b'Mira'
b'Choro';b'Vince Guaraldi / Bola Sete'
b'Spontanous Combustion';b'Ellen McIlwaine'
b'Hate';b'Organized Konfusion'
b'Ma Louise';b'Maurice Chevalier'
b'I Want You (Forever)';b'Carl Cox Vs Yousef'
b'Mangos';b'Kai Winding'
b'Le tortillard';b'B\xc3\xa9zu'
b'Grim Prospects (Gross Prospects - Bad Trip Remix)';b'Schizoid'
b'Ter\xc3\xa4slintu';b'Solistiyhtye Suomi'
b'President Johnson';b'Citizen Kaned'
b'WKYA (drop)';b'Redman'
b'Lead Me Lord';b'The Brooklyn Tabernacle Choir'
"b""Now's The Time To Fall In Love""";b'Eddie Cantor'
b'A Distant Voice';b'Sonny Simmons'
"b""We're Gonna Go Fishin'""";b'Hank Locklin'
b'Inside Job';b'Pearl Jam'
b'The Czar: Usurper/Escape/Martyr/Spiral (Album Version)';b'Mastodon'
b'Robbers Kill Cop';b'BT'
b'Dearly Beloved';b'Norrie Paramor'
b'Relax';b'2-4 Grooves feat. Reki D.'
b'Orgofart';b'Descendents'
b'Johnny Loves Me (LP Version)';b'Shelley Fabares'
b'The Look Of Love';b'Gary Hobbs'
b'Bitch Is Back';b'L.A. Guns'
b'Born and Raised In Compton';b'DJ Quik'
b'Take A Look  (LP Version)';b'Natalie Cole'
b'Amalgama';b'Word'
b'Bulgarian Dream';b'Kiril Valeri'
b'Naked Albino';b'Bare Jr.'
b'Sweet By And By';b'The Jordanaires'
b'Christlike Roche';b'The Roches'
b'They Say (Album)';b'Jupiter Rising'
b'You Rascal You';b'Bob Margolin'
b'More And More  (LP Version)';b'Marvin Sapp'
b'Medicate Myself';b'The Verve Pipe'
"b""Groovin' In The Midnight""";b'Maxi Priest'
b'Biding Her Time';b'Bob Neuwirth'
b'Brasas Vivas';b'Nelson Ned'
b'Kolomeyke';b'Mish Mash'
b'Sympathy';b'Thomas Battenstein'
"b""Simon's Folly""";b'Dharma Bums'
b'In This Life';b'Cama'
b'Cowboy Ways';b'James Hunter'
b'Crawl Before You Ball (Album Version)';b'Saafir'
b'The Emperor Falls';b'John Wesley'
b'Setanta matins';b'Elena'
b'\xc2\xbfD\xc3\xb3nde va Chichi?';b'Sierra Maestra'
b'Laws Patrolling (Album Version)';"b""Mike Jones (Featuring CJ_ Mello & Lil' Bran)"""
b'Crazy Mixed Up World';b'Faye Adams'
b'Superconfidential';b'Clp'
b'James (Hold The Ladder Steady)';b'SUE THOMPSON'
b'It Makes No Difference Now';b'Billie Jo Spears'
b'Spanish Grease';b'Willie Bobo'
b'I Think My Wife Is Running Around On Me (Taco Hell)';b'Tim Wilson'
b'Do You Finally Need A Friend';b'Terry Callier'
b'Setting Fire to Sleeping Giants';b'The Dillinger Escape Plan'
b'Made Like This (Live)';b'Five Bolt Main'
b'Twist and Shout';b'The Shangri-Las'
b'Sabor Guajiro';b'Roberto Torres'
b'Crossfire';b'Stevie Ray Vaughan'
b'Human Cannonball';b'Loudon Wainwright III'
b'OUTE ENA EFHARISTO';b'Despina Vandi'
b'Spin';"b""Scarlet's Remains"""
b'Burning In The Aftermath';b'The Suicide Machines'
b'In A Subtle Way';b'Jacob Young'
b'Human Being';b'The New York Dolls'
b'The More I See You';b'Eliane Elias'
b'Angie (1993 Digital Remaster)';b'The Rolling Stones'
"b""I Can't Be Satisfied""";b'John Hammond'
"b'Barking Dogs (From ""Piouhgd"")'";b'Butthole Surfers'
b'Nashville Parthenon';b'Casiotone For The Painfully Alone'
b'Certain Things We Do';b'Lost Boyz'
b'Cocain Ducks';b'Ec8or'
b'Midnight Swim';b'Javier Navarrete'
b'Glory Be';b'R.L. Burnside'
b'Always And Never (Album Version)';b'Silverstein'
b'Myth Takes';b'!!!'
b'Someone to Watch Over Me';b'Frank Chacksfield'
"b""Jeffrey's Dark Side""";b'Angelo Badalamenti'
b'Just As Much As Ever';b'Bert Kaempfert And His Orchestra'
b'Pinned To The Ground (album version)';b'Buzzhorn'
b'Hard Times';b'RUN-DMC'
b'Filipino Baby';b'Hank Locklin'
b'The Boss';b'Lady May'
b'Escapist';b'Nightwish'
b'Milagre Dos Peixes/ Musica Incidental: Cais/ Music Incidental: San Vicente';b'Cesar Camargo Mariano/Helio Delmiro'
b'The Cube (Live)';b'S.U.P'
b'Witch Weed (Live)';b'Bongzilla'
b'(Bloody Paw On The) Kill Floor';b'Busdriver'
b'Rain And Snow';b'Pentangle'
b'Beyond the Light';b'Aberdeen'
b'Gerra De De';b'DJ Dips'
b'Inolvidable';b'Bebo & Cigala'
b'Miracle';b'Bizarre Inc'
b'Not Buried Deep Enough';b'The Gone Jackals'
b'U Killed It';b'Lily Allen'
b'Battle Of The Rosebud / Cries';b'Brian Keane'
b'I Wish My Mother Was Here';b'Byther Smith'
b'Voices On The Corner';b'Jason Miles'
b'Give Me 40 Acres (To Turn This Rig Around)';b'The Willis Brothers'
b'Get Back Down';b'Boogie Pimps'
b'Have Yourself A Merry Little Christmas';b'Hem'
b'Ernesto Nazareth';b'Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd'
b'Kako mi je pitas sad';b'Ana Bekuta'
b'Quiero Ir Ao Mar';b'Carlos Nu\xc3\xb1ez'
b'The Owl and the Pussy-cat';b'Igor Stravinsky'
b'Same Man';b'Till West & DJ Delicious'
b'Until You Love Someone';b'Dean Martin'
b'Nutty Block';b'Rodney O & Joe Cooley'
b'Part One From Triomusic';b'Strata'
b'Hello Young Lovers (LP Version)';b'James Darren'
b'Set You Free This Time';b'Gene Clark'
b'Hai Shava';b'Malkit Singh'
b'Stream';b'Suzanne Ciani'
"b""An ti chans'""";b'Edith Lefel'
b'Movement 4 [from Kiss] (Album Version)';b'John Cale'
b'Deform (live)';b'The Berzerker'
b'Spooks In Space';b'Perrey And Kingsley'
b'Tous Les Gar\xc3\xa7ons Et Les Filles';b'Eurythmics'
b'Wicker Chair';b'Kings Of Leon'
b'Forming';b'The Germs'
b'Too Much Saturn';b'Francis Dunnery'
b'Driving Home For Christmas';b'Chris Rea'
b'Make Me Over';b'Vickie Winans'
b'Mafu\xc3\xa1';b'Yamandu Costa'
b'Auguri Cha Cha';b'Bob Azzam'
b'Kassie Jones';b'Alice Stuart'
b'Broken-Down Merry-Go-Round';b'Jimmy Wakely'
b'Tonight Will Be Alright';b'Lionel Richie'
b'Caught In A Dream';b'Tesla'
b'La Culpa';b'Andy Andy'
b'Synthetic Dream';b'lextrical'
b'Sohna Nee Sohna Data';b'Faiz Ali Faiz'
b'The Urgency (LP Version)';b'Wayne Watson'
b'Floating';b'Blue Rodeo'
b'High Tide';b'Richard Souther'
b'Hell';b'Foo Fighters'
b'Waiting';b'Porcupine Tree'
"b""Hips Don't Lie (featuring Wyclef Jean)""";b'Shakira Featuring Wyclef Jean'
b'Festa';b'Gil Semedo'
b'Grim Prospects (Version 2 Remix)';b'Schizoid'
b'Te Hacen Falta Vitaminas';b'Soda Stereo'
b'Sense And Trick';b'Xmilk'
b'I Got Over It (Album Version)';b'Robben Ford'
b'Hanging On (Medium Key Performance Track Without Background Vocals)';b'Britt Nicole'
b'Juoksuhauta-twist (El\xc3\xa4m\xc3\xa4 juoksuhaudoissa)';b'The Avengers'
"b""A'chek Ouyounik (2009 Digital Remaster)""";b'Ragheb Alama'
b'One Less Bell To Answer';b'Brazilian Tropical Orchestra'
b'Fire (Oscar G Space Vocal Mix)';"b'Dolce; Oscar G.'"
b'The Vitalized Shell';b'Enthroned'
b'Lend Me Your Chopper';b'Johnny Osbourne'
b'Gossippo Perpetuo';b'Perrey And Kingsley'
b'Heaven is Where The Heart Is';b'Rance Allen Group'
b'Ciao Milan';b'Milan Band'
b'Letter To Heaven';b'Dolly Parton'
b'Christmas In Jamaica';b'Toni Braxton Featuring Shaggy'
b'No Control';b'Eddie'
b'2190 Dias Contigo';b'Sven Tasnadi'
b'Mozart';b'Suzanne Ciani'
b'Bloco Da Solidao (1996 Digital Remaster)';b'Maysa'
"b""Marie D'Aquitaine""";b'Mich\xc3\xa8le Arnaud'
b'Bad Seed';b'Jan Howard'
b'Northern Downpour (Album Version)';b'Panic At The Disco'
b'Stille nacht_ heilige nacht';b'The American Boychoir'
b'Nine Ways';b'JDS'
b'Exchange';b'Abraham Laboriel'
b'Will You Love Me Tomorrow';b'The Shirelles'
b'What Are We Here For';b'Gary Moore'
b'Master Of Disharmony';b'Dimmu Borgir'
b'Sun Is Shining';b'Deekline & Wizard'
b'Wig';"b""The B-52's"""
b'God Save the Queen (Live)';b'Sex Pistols'
b'(This Is Not A) Love Song (Live)';b'Public Image Ltd'
b'Everything Changes';b'Soular'
b'Forever';b'Chris Brown'
b'New Age';b'Daniela Dess\xc3\xac'
b'Perasmena Mesanihta';b'Dakis'
b'Une petite pause';b'Pascal Sangla'
b'When Morning Comes To Town';b'The Field Mice'
"b""Love's Been Good To Me""";b'Carl Belew'
b'Poor Tom (Album Version)';b'Led Zeppelin'
b'Carpe PM';b'The Secret Life of Teenage Girls'
b'Wounded Hearts';b'Sandi Thom'
b'Freedom Enough (From Silent Mother Nature)';b'Catherine Howe'
b'Who Shot Ya (Amended Album Version)';b'The Notorious B.I.G.'
b'Estate';b'Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas'
"b""C'est Moi""";b'Rupa & the April Fishes'
b'Angel Food';b'Steve Vai'
b'Pseudoephedrine';b'Nick Conolly'
b'Boogie Man';b'Freddie King'
b'Girl From A Pawnshop';b'The Black Crowes'
b'Perfection Design';b'Amoral'
b'Memorabilia';b'Nine Inch Nails'
b'No Regrets';b'Gob'
b'Just Want To See Ya';b'Pacha Massive'
b'Love My Way';b'William Orbit'
b'Coolsville (Live Acoustic Version)';b'Rickie Lee Jones'
b'My Record Company';"b""K's Choice"""
b'About Last Night (LP Version)';b'Vitamin C'
b'Inferior (Late Night Version)';b'Zuma'
b'DEFCON 4';b'John Frizzell'
b'Rakkauden veteraani';b'Kari Tapio'
b'Wo Men De Fei Leng Cui';b'Steve Chou'
b'Somewhere';b'Bob Carlisle'
b'Ubi Caritas';b'Cantara'
b'Surf of Syn';b'GWAR'
"b""She's So Tough""";b'Mink DeVille'
b'Keinu Kanssani (2003 Digital Remaster)';b'J. Karjalainen & Mustat Lasit'
b'Hush';b'Mongo Santamaria'
"b""Let's Go Home""";b'Bert Kaempfert And His Orchestra'
b'Bahama Lullaby';b'Blind Blake & The Royal Victoria Hotel Calypsos'
b'Disciplinarian';b'Margaret Smith'
b'Mazurcas das R\xc3\xadas Baixas';b'Susana Seivane'
b'La Piel de Tu Alma';b'Tito Rodriguez_ Louie Ramirez'
b'Hack 1/Charlie X';b'Information Society'
b'Fly to zion';b'Wilks featuring doniki'
"b""Stumblin' Man (Album)""";b'Tad'
b'This Will Be Laughing Week';b'Ultimate Fakebook'
b'Le Temps Des Cerises';b'Toots Thielemans'
b'Musica Sacra Nova: Morgen I Frydenlund';b'John Tchicai'
b'Estas hecha para mi (Directo 09)';b'Carlos Baute'
b'Boxing Day';b'The Pineapple Thief'
b'Only Me';b'Charlie Rich'
"b""Why Don't You Do Right""";b'Barbara Lusch'
b'Tel\xc3\xaa';b'H\xc3\xa9lio Ziskind'
b'Beautiful Maria of My Soul';b'Virtuoso'
b'Hate Zone';b'Brand X'
b'I Must See Jesus';b'Michael Bloomfield'
b'Probka (Latvia)';b'Intars Busulis'
b'No Love No Nothing';b'Marlene Dietrich'
b'Feels Good To Be Free';b'Karen Peck And New River'
b'Contact';b'Dive'
b'Trade Winds';b'Judy Mowatt'
b'Lo Mismo Que Yo (Bonus Track)';b'Bacilos'
b'Rakkautta K\xc3\xb6\xc3\xb6penhaminassa - F\xc3\xb6r\xc3\xa4lskad i K\xc3\xb6penhamn -';b'Erkki Junkkarinen'
b'Pedagogy for the Oppressed (Album Version)';b'Scalplock'
b'Wings';b'4Him'
b'When He Was On The Cross (I Was On His Mind)';b'The Paynes'
b'How It Feels';b'Juggler'
b'In The Midnight Hour';b'The Dee Jays'
b'Intro';b'Diamond D'
b'Marashi Ya Pemba';b'Ndala Kasheba'
b'I Gotta Keep Dancing';b'Corona'
b'Cold Icy Floor';b'New Roanoke Jug Band'
b'I\x19m Slowly Turning Into You';b'The White Stripes'
b'Get It Started';b'2Fresh'
b'Boring';b'Lifer'
b'Riot Squad (1991 Digital Remaster)';b'Bad Brains'
b'Independentia';b'US Coast Guard Band'
b'Bury You';b'Lollipop Lust Kill'
b'Ghosts';b'Chariots'
b'Close To You';b'Rick Astley'
b'Highland';b'Bill Douglas'
b'It Is Us';b'Mudhoney'
b'Badd Indian';b'Apache Indian'
b'When Will They Shoot? (Explicit)';b'Ice Cube'
b'Hold On';b'Hot Chip'
b'Colombine';b'Georges Brassens'
b'Matador';b'Los Fabulosos Cadillacs'
"b""You're Killing My Love""";b'Michael Bloomfield'
b'Smoke! Smoke! Smoke! (That Cigarette)';b'Tex Williams'
b'Would You Like To Take A Walk?';b'Marion Harris'
b'Six';b'Faithless'
b'A Little Tear';b'Willie Bobo'
b'Razor';b'Foo Fighters'
"b""Le Bal Du P'tit Jardin""";b'Gus Viseur'
"b""I Can't Quit You Baby (Live) [Never Released]""";b'The Fabulous Thunderbirds'
b'Sous Les Ponts De Paris (Valse)';b'Jo Privat'
b'Dance Hall Days';b'Wang Chung'
b'Paperman_ Fly In The Sky - Original';b'Chris Farlowe'
b'Lift (Joi Blarneyformasian)';b'Azukx'
b'This Lullaby';b'Queens Of The Stone Age'
b'Tired';b'Moonspell'
b'Indianola';b'Steve Azar'
b'King Of Rock';b'RUN-DMC'
b'Since I Met You Baby';b'Kenny Neal'
"b""It's Not Whatcha Got (Fondling Club Mix)""";b'Andr\xc3\xa9a'
b'Where Is My Mind (XFM Live Version)';b'Placebo'
b'Resurrection Man';b'Heaven 17'
b'El Termometro';b'Orquesta Broadway'
b'Grottans Barn';b'Finntroll'
b'Your Silence';b'The Suicide Machines'
b'Autumn In New York';b'Chico Hamilton'
b'Verdad Amarga';b'Los Solitarios'
b'Blott En Dag';b'Mons Leidvin Takle'
"b""Spaz's House Destruction Party""";b'Anti-Flag'
b'This Heart Of Mine';b'Josh White'
b'Mai [Live]';b'Josh Groban'
b'The Sirius Deception (Album Version)';b'Nicholas Hooper'
b'Catharsis Of A Heretic';b'The Ocean'
b'Say What!?!';b'Chris Standring'
b'Una Sopita De Tu Propio Chocolate';b'Ang\xc3\xa9lica Mar\xc3\xada'
b'Your Love';b'Glen Washington'
b'Come Dance With Me';b'Mulberry Lane'
b'A World Of My Own';b'Knack'
b'Down On The Corner';b'La Portuaria'
b'Assassination';b'Dead Prez'
b'I Did it for You';b'David Cook'
b'Alright Now';b'Paul Rodgers'
b'Pariah';b'Cursed'
b'Greater';b'Vanessa Bell Armstrong'
b'Keep It Alive';b'Lee Ritenour'
b'Secret Smile';b'Semisonic'
b'Come On In';b'Washboard Sam'
b'Si Es Que Te Vas';b'Carlos Vives'
b'Bye Bye Betty Blue';b'The Fever'
b'Getaway';b'KRS-One'
b'Killing Machine';b'Aiden'
b' -start ID-';b'The Mad Capsule Markets'
b'Exactamente Medianoche';b'Memphis La Blusera'
b'Cool Water';b'Roger Williams'
b'This House Is Haunted';b'Alice Cooper'
"b""Ya Lil' Crumbsnatchers (LP Version)""";b'Del Tha Funkee Homosapien'
b'Captin Kut-Cha';b'Kai Winding'
b'All I Ask For (Album Version)';b'Ill Nino'
b'Street Car Blues';b'Sleepy John Estes'
b'Dementia';b'Schizoid'
"b""Manuel's Mambo""";b'Cal Tjader'
"b""I'm Over You (Album Version)""";b'Rebecca Lynn Howard'
b'Fonsi';b'Za\xc3\xafko Langa Langa'
b'Snippet 15';b'Bare Jr.'
"b""Vem Pr'a Roda""";b'Tania Maria'
b'Love Dump (Clean Album Version)';b'Static-X'
b'Just In Case';b'Micachu'
b'Pitch In OnA Party';b'DJ Quik'
b'Elektro Kardiogramm (Live)';b'Kraftwerk'
b'Apotoma';b'Giorgos Tsalikis'
b'Acorde\xc3\xb3n';b'Massiel'
b'On My Own';b'Black Eyed Peas / Les Nubians / Mos Def'
b'El Amor (Version Nortena)';b'Yahir'
"b""What's True""";b'Ziggy Marley And The Melody Makers'
b'Tonight_ Te Amar\xc3\xa9';b'MDO'
b'Foam Born (A) The Backtrack (Album Version)';b'Between The Buried And Me'
b'Val\xc3\xa9rie';b'Oztara'
b'Ego is the drug/3am';b'The Frequency'
b'Have It Your Way';b'Leigh Jones'
b'Hard Pure';b'Pumpkin Buzzard'
b'Era um dia desses';b'H\xc3\xa9lio Ziskind'
b'Waiting For You (I Forgive You Before I Go)';b'Mississippi John Hurt'
"b""Back to '93""";b'Caspa'
b'Pig Meat On The Line';b'Memphis Minnie'
b'We Can Do It';b'Steel Pulse'
b'Take The Wheel';b'Pacha Massive'
b'Smoke';b'Vanessa Daou'
b'Der weisse Mond von Maratonga';"b""Oesch's die Dritten"""
"b'Unda Da Influence"" (Snippets)'";b'M Sane'
b'Sickman';b'Alice In Chains'
b'Chains (LP Version)';b'THE COOKIES'
b'Melancholia';b'The Grip Weeds'
b'Bastard';b'Peppermint Creeps'
b'Numba 1 (Tide Is High)';b'Kardinal Offishall / Keri Hilson'
b'Peyote';b'Evolution'
"b""What's in a number & Feed me lies remixes""";b'Theodor Zox'
b'You Are!';b'Christian Quast'
b'Bellini: Norma: Vanne_ e li cela entrambi';b'Vincenzo Bellini'
b'If Santa Claus Could Bring You Back To Me';b'Jimmy Wakely'
b'Intro: The Dragon';b'Mix Mob'
"b""Mrs Scott Skinner / Mackenzie Hay / The Devil's Elbow""";b'James Scott Skinner'
b'Wrong End Of The Rainbow';b'Ronnie Milsap'
b'Blues Do Elevador';b'Zeca Baleiro'
b'The Real Rock';b'Shinehead'
b'The Way I Am';b'Eminem'
b'Mis Sue\xc3\xb1os feat Norma Castro';b'Mario Garcia'
b'Lizzie And The Rain Man';b'Billie Jo Spears'
b'Pocket Full Of Stars';b'Diesel Boy'
b'Battery Acid';b'Six Brown Brothers'
b'Gief Konjunkturpaket VI';b'Afrob feat. Sarah'
b'Hippa To Da Hoppa [Explicit Version]';"b""Ol' Dirty Bastard"""
b'Was Machst Du Mit Dem Knie_ Lieber Hans?';b'G\xc3\xbcnter Noris'
b'Chicken Strips (THE DEMOS version)';b'Smut Peddlers'
b'Back Into Business';b'Milo'
b'Will Not Fade  (Hit Parade Album Version (new Song))';b'Audio Adrenaline'
b'Beast In the Broch';b'The Lord Weird Slough Feg'
b'Perfidia';b'Eddie Jones'
b'Aviatic';b'Andr\xc3\xa9 Verchuren'
b'Whirlpool [Live]';b'Seal'
b'The Up';b'Utopia'
b'Plaza de Mayo';b'Matteo Bonfanti e i maledetti'
b'Dil Naheen Lagda';b'Naseebo Lal'
b'The Train Kept A Rollin';b'Tiny Bradshaw'
b'Main Title';b'Jerry Goldsmith'
b'Keiner au\xc3\x9fer uns';b'Kool Savas'
b'The Way It Is';b'Tesla'
"b""Can't Do Me No Good""";b'Otis Spann'
b'Luv In the First';b'Latif'
b'Love Is Gonna Bring Us Back Alive';b'Rickie Lee Jones'
b'Ancient Airs and Dances (1996 Digital Remaster)_ Suite No. 2: III.  Campanae parisienses (anon.) - Aria (Marin Mersenne)';b'Sir Neville Marriner'
b'Prayer For The Dying (Album Version)';b'Seal'
b'If Music Be The Food Of Love';b'Gloria'
b'The Silver Gate';b'Dark Fortress'
b'Special';b'Wilshire'
b'Follow You Home (Album Version)';b'Nickelback'
b'Out Of My Darkness';b'Legacy Five'
b'Matarlatanta';b'Ghorwane'
b'The Ava Song';b'Francis Dunnery'
b'Teenage Superstars (Album)';b'Vaselines'
b'Dirty tarraxa 2 (feat. Neuza)';b'Nichols'
b'Bully Bully (LP Version)';b'Off Broadway'
b'Looking At You (Cody High School)';b'MC5'
b'Mentira';b'Beto Cuevas'
b'Himalaya Dreams';b'Catia Werneck'
b'Holy Ground (Homecoming Hymns Version)';b'Bill & Gloria Gaither'
"b""Comme Si C'\xc3\xa9tait Doux""";b'Julien Clerc'
b'The Fundamental Alienation';b'Dimmu Borgir'
b'S.O.S.la Fine (Reprise 2';b'Ennio Morricone'
b'At Night';b'Shakedown'
b'Laying Down My Will (The Plan Album Version)';b'Raze'
b'La bite du plombier';b'B\xc3\xa9zu'
b'No Eye Has Seen';b'Parachute Band'
b'Undercover Gangstas';b'5th Ward Boyz'
"b""Lord You're Worthy (Album)""";b'Wilmington Chester Mass Choir'
b'Summerfish';b'Leonid Rudenko'
b'Swing Spring';b'Bill Perkins'
b'Sensazioni a_b & c';b'Gruppo Jazz Marca'
b'Kleine Killer';b'Paso Doble'
b'Umbrella';b'All Time Low'
b'Summer Rain';b'James Last'
b'It Was Only A Heart';b'Skeeter Davis'
"b""Across Decker's Field""";b'Stewart Francke'
b'Dancing With the Goddess (ttt rmx)';b'Atman'
b'Raag Trance';b'Biddu'
b'Too Cool for Love';b'Webb Wilder'
b'S.O.S.';b'Spliff'
b'Snaps Drinking Woman (LP Version)';b'Champion Jack Dupree'
b'House Of Wolves (Album Version)';b'My Chemical Romance'
b'Nos plus belles ann\xc3\xa9es';b'Miossec'
"b""Ramblin' On My Mind""";b'Memphis Sheiks'
"b""I Don't Want To Talk About It""";b'G-Unit'
b'Wheeling Free';b'Bert Kaempfert And His Orchestra'
b'Bridget';b'Rachel Portman'
b'Live At Brixton Academy 1999';b'Atari Teenage Riot'
b'If I Had Known';b'Tampa Red'
b'Within (Album Version)';b'A Perfect Murder'
b'Rapture (Toby Emerson Dub) (Toby Emerson Dub)';b'Toby Emerson'
"b""Don't Stop The Music""";b'Michael Stanley Band'
b'Superstar Dog';b'Curtis'
b'Frisch Verliebt';b'Der Plan'
b'Be With You';b'Beyonc\xc3\xa9'
b'Tu Peux Compter Sur Moi';b'B\xc3\xa9nabar'
b'Traveller';b'Talvin Singh'
b'Madazulu';b'Deep Forest'
b'25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Aria';b'Solomon'
b'Depressionista';b'Every Time I Die'
b'La feria de San Cristobal (Live)';b'Maurice Larcange'
b'Missionary Man';b'Eurythmics'
b'Mar gaye te sada naal';b'Naseebo Lal_ Arif Lohar'
b'A Visit From Drum';b'Liars'
b'La cl\xc3\xa9 parfum\xc3\xa9e';b'Gabriel Yared'
b'Hermione';b'Starless & Bible Black'
b'La Vuelta';b'Gustavo A. Santaolalla'
b'C.O.G. To The ATL';b'DJ Taz'
b'More Than Words';b'Tom Barabas'
b'Wepons Of Mass Deception (Album)';b'Widespread Bloodshed'
"b""Talking Drum (Isea '95)""";b'Chris Brown'
b'We Do It Too';b'Modeselektor'
b'Amo Dejarte Asi';b'Gustavo Cerati'
b'Geek USA (Album Version)';b'Between The Buried And Me'
